"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:28:27,6839284","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,6841523","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,6849981","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,6858234","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0"
"16:28:27,6858950","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,6859879","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0"
"16:28:27,6860507","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,6862145","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Users\Desktop\AppData\Local\Epic Games\EOSOverlay\.dis-e2c3bc6771dc4524a4730b379f8242c7","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,6870179","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7191929","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7194499","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7197188","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7210144","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7211318","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7214212","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Image Base: 0x7feccbf0000, Image Size: 0xbd000"
"16:28:27,7219632","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7227045","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\.debug","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7228711","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7230789","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files (x86)\Epic Games\Epic Online Services\managedArtifacts\98bc04bc842e4906993fd6d6644ffb8d\EOSOVH-Win64-Shipping.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7232892","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7234431","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\kxbase.DLL","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7239097","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\ReadyOrNotSteam-Win64-Shipping.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7246592","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DXGIDebug.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7247609","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\DXGIDebug.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7249858","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\DXGIDebug.dll","SUCCESS","Image Base: 0x7feed1c0000, Image Size: 0x1f000"
"16:28:27,7253257","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\ReadyOrNotSteam-Win64-Shipping.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7319999","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\ReadyOrNotSteam-Win64-Shipping.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7369932","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\nvwgf2umx.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7371232","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\nvwgf2umx.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7372167","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\nvwgf2umx.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7374269","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Windows\System32\nvwgf2umx.dll","SUCCESS","Image Base: 0x7fee28e0000, Image Size: 0x48be000"
"16:28:27,7379181","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\api-ms-win-core-fibers-l1-1-1.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7380031","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-core-fibers-l1-1-1.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7382621","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\api-ms-win-core-fibers-l1-1-1.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7383485","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-core-fibers-l1-1-1.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7387352","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\VxKex\Kex64\api-ms-win-core-localization-l1-2-1.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7388208","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\System32\api-ms-win-core-localization-l1-2-1.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7432994","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7436076","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7437315","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7438707","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Open Reparse Point, Attributes: RP, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7440646","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:28:27,7441690","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrsdb0.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7445076","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\aurora.dll","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7445609","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\oculusmedium.exe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7446158","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\petromod_nvidia_profile_identifier.ogl","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7448827","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\umdlogs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7454421","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7456230","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvAppTimestamps","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: None, AllocationSize: 0, OpenResult: Opened"
"16:28:27,7465534","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\Custom\NvCameraAllowlisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7466551","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows\system32\NvCamera\NvCameraAllowlisting64.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:28:27,7468728","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7470602","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7472483","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7474189","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7477913","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7482251","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7508401","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7517142","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7518545","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7522105","ReadyOrNotSteam-Win64-Shipping.exe","6768","Load Image","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Image Base: 0x7feccb40000, Image Size: 0xab000"
"16:28:27,7526043","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\Program Files\NVIDIA Corporation\Ansel\NvCameraAllowlisting64.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7541269","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7542928","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7544248","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7545545","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Open Reparse Point, Attributes: RP, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7547153","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:28:27,7549102","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrsdb0.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7552146","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\aurora.dll","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7552689","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\oculusmedium.exe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7553262","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\petromod_nvidia_profile_identifier.ogl","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7556740","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7558470","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7559573","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7561317","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Open Reparse Point, Attributes: RP, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7562546","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","SUCCESS","Desired Access: Generic Read/Write, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:28:27,7563385","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs\nvdrsdb0.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:28:27,7565508","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\aurora.dll","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7566256","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\oculusmedium.exe","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7566737","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","D:\ReadyOrNotNew\ReadyOrNot\Binaries\Win64\petromod_nvidia_profile_identifier.ogl","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"16:28:27,7570051","ReadyOrNotSteam-Win64-Shipping.exe","6768","CreateFile","C:\ProgramData\NVIDIA Corporation\Drs","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
